,Manufacturer,Model Name,Category,Screen Size,GPU,Operating System,Operating System Version,Weight,Price (Euros),Resolution,Screen_Type,RAM,SSD,HDD,HYBRID,SSD_CAPACITY,HDD_CAPACITY,HYBRID_CAPACITY,TOTAL_STORAGE
152,Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,"15.6""",Intel HD Graphics 620,Windows,10,1.9kg,"498,00",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
153,MSI,GE73VR 7RE,Gaming,"17.3""",Nvidia GeForce GTX 1060,Windows,10,2.8kg,"1890,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
154,HP,EliteBook 840,Ultrabook,"14.0""",Intel HD Graphics 620,Windows,10,1.48kg,"1082,00",1920x1080,No Touchscreen,4,True,False,False,256,0,0,256
155,HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,"15.6""",AMD Radeon 520,Windows,10,1.91kg,"619,00",1920x1080,No Touchscreen,6,True,False,False,256,0,0,256
156,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,"14.0""",Intel HD Graphics 620,Windows,10,1.74kg,"629,00",1920x1080,Touchscreen,4,True,False,False,256,0,0,256
157,Asus,ZenBook Flip,2 in 1 Convertible,"13.3""",Intel HD Graphics 620,Windows,10,1.1kg,"1315,00",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
158,Dell,Inspiron 5579,2 in 1 Convertible,"15.6""",Intel UHD Graphics 620,Windows,10,1.56kg,"1049,00",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
159,Toshiba,Satellite Pro,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.1kg,"447,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
160,Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,"15.6""",AMD Radeon R5 M420,Windows,10,2.03kg,"403,00",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
161,Acer,Aspire A517-51G,Notebook,"17.3""",Nvidia GeForce MX150,Windows,10,3kg,"805,00",1920x1080,No Touchscreen,4,True,False,False,256,0,0,256
162,Dell,Inspiron 3576,Notebook,"15.6""",AMD Radeon 520,Windows,10,2.13kg,"728,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
163,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Nvidia GeForce GTX 1050 Ti,Windows,10,2.5kg,"1079,00",1920x1080,No Touchscreen,16,True,False,False,256,0,0,256
164,Acer,Aspire A315-31,Notebook,"15.6""",Intel HD Graphics 500,Windows,10,2.1kg,"348,00",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
165,MSI,GE63VR 7RE,Gaming,"15.6""",Nvidia GeForce GTX 1060,Windows,10,2.4kg,"1799,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
166,Acer,Aspire 3,Notebook,"15.6""",Intel HD Graphics 505,Windows,10,2.1kg,"363,51",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
167,Dell,Inspiron 5577,Gaming,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.56kg,"1060,49",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
168,Acer,Aspire A517-51G,Notebook,"17.3""",Nvidia GeForce MX150,Windows,10,3kg,"854,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
169,HP,ProBook 430,Notebook,"13.3""",Intel UHD Graphics 620,Windows,10,1.49kg,"754,00",1920x1080,No Touchscreen,4,False,True,False,0,500,0,500
170,Huawei,MateBook X,Ultrabook,"13.0""",Intel HD Graphics 620,Windows,10,1.05kg,"1349,00",2160x1440,No Touchscreen,8,True,False,False,256,0,0,256
171,HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,"17.3""",AMD Radeon 520,Windows,10,2.71kg,"699,00",1920x1080,No Touchscreen,6,False,True,False,0,2000,0,2000
172,Lenovo,IdeaPad 320-15AST,Notebook,"15.6""",AMD Radeon R4 Graphics,No OS,,2.2kg,"309,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
173,Toshiba,Satellite Pro,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2kg,"489,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
174,HP,ProBook 470,Notebook,"17.3""",Nvidia GeForce 930MX,Windows,10,2.5kg,"923,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
175,Dell,Inspiron 3567,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.3kg,"459,00",1366x768,No Touchscreen,8,False,True,False,0,1000,0,1000
176,Acer,Aspire A315-51,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.1kg,"449,00",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
177,MSI,GT80S 6QF-074US,Gaming,"18.4""",Nvidia GTX 980 SLI,Windows,10,4.4kg,"2799,00",1920x1080,No Touchscreen,32,True,True,False,512,1000,0,1512
178,Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,"15.6""",AMD R17M-M1-70,Windows,10,1.90kg,"813,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
179,HP,Spectre x360,2 in 1 Convertible,"13.3""",Intel UHD Graphics 620,Windows,10,1.29kg,"1499,00",3840x2160,Touchscreen,8,True,False,False,256,0,0,256
180,Dell,Inspiron 5570,Notebook,"15.6""",AMD Radeon 530,Linux,,2.02kg,"1049,00",1920x1080,No Touchscreen,16,True,True,False,256,2000,0,2256
181,Dell,XPS 13,Ultrabook,"13.3""",Intel UHD Graphics 620,Windows,10,1.23kg,"1399,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
182,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,"13.9""",Intel UHD Graphics 620,Windows,10,1.4kg,"1849,00",3840x2160,Touchscreen,16,True,False,False,512,0,0,512
183,Toshiba,Satellite Pro,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.0kg,"793,00",1366x768,No Touchscreen,8,True,False,False,128,0,0,128
184,Xiaomi,Mi Notebook,Notebook,"15.6""",Nvidia GeForce MX150,No OS,,1.95kg,"1199,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
185,Dell,Inspiron 7773,Notebook,"17.3""",Nvidia GeForce 150MX,Windows,10,2.77kg,"1549,00",1920x1080,Touchscreen,16,True,False,False,512,0,0,512
186,Dell,XPS 15,Notebook,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.06kg,"2397,00",3840x2160,Touchscreen,16,True,False,False,512,0,0,512
187,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Nvidia GeForce GTX 1050,No OS,,2.4kg,"779,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
188,Acer,Swift 7,Ultrabook,"13.3""",Intel HD Graphics 615,Windows,10,1.12kg,"989,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
189,Dell,Inspiron 5770,Notebook,"17.3""",AMD Radeon 530,Windows,10,2.8kg,"1085,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
190,Lenovo,Thinkpad Yoga,2 in 1 Convertible,"14.0""",Intel HD Graphics 620,Windows,10,1.42kg,"2824,00",2560x1440,Touchscreen,16,True,False,False,1000,0,0,1000
191,Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,"14.0""",Intel HD Graphics 500,Windows,10,1.3kg,"260,00",1920x1080,No Touchscreen,4,True,False,False,32,0,0,32
192,Xiaomi,Mi Notebook,Ultrabook,"13.3""",Nvidia GeForce MX150,No OS,,1.3kg,"999,90",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
193,Lenovo,IdeaPad 320-17IKBR,Notebook,"17.3""",Nvidia GeForce MX150,No OS,,2.8kg,"698,00",1600x900,No Touchscreen,8,True,False,False,256,0,0,256
194,Dell,Inspiron 5379,2 in 1 Convertible,"13.3""",Intel UHD Graphics 620,Windows,10,1.62kg,"839,00",1920x1080,Touchscreen,8,False,True,False,0,1000,0,1000
195,HP,ProBook 470,Notebook,"17.3""",Nvidia GeForce 930MX,Windows,10,2.5kg,"914,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
196,Razer,Blade Pro,Gaming,"17.3""",Nvidia GeForce GTX 1080,Windows,10,3.49kg,"6099,00",3840x2160,Touchscreen,32,True,False,False,1000,0,0,1000
197,HP,ProBook 430,Notebook,"13.3""",Intel UHD Graphics 620,Windows,10,1.49kg,"959,00",1920x1080,No Touchscreen,8,True,False,False,512,0,0,512
198,HP,Omen 17-W295,Gaming,"17.3""",Nvidia GeForce GTX 1050,Windows,10,3.35kg,"1379,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
199,HP,Probook 470,Notebook,"17.3""",Nvidia GeForce 930MX ,Windows,10,2.5kg,"1045,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
200,Dell,Inspiron 7577,Gaming,"15.6""",Nvidia GeForce GTX 1060,Windows,10,2.65kg,"1845,00",3840x2160,No Touchscreen,16,True,True,False,512,1000,0,1512
201,Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.1kg,"493,00",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
202,Acer,Aspire E5-576G,Notebook,"15.6""",Nvidia GeForce 940MX,Windows,10,2.23kg,"742,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
203,Lenovo,Legion Y720-15IKB,Gaming,"15.6""",Nvidia GeForce GTX 1060,Windows,10,3.2kg,"1749,00",1920x1080,No Touchscreen,16,True,True,False,512,1000,0,1512
204,Dell,Precision 7520,Workstation,"15.6""",Nvidia Quadro M1200,Windows,10,2.8kg,"3055,00",3840x2160,No Touchscreen,16,True,True,False,256,1000,0,1256
205,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Nvidia GeForce GTX 1060,No OS,,2.4kg,"1398,00",1920x1080,No Touchscreen,16,True,False,False,512,0,0,512
206,Dell,Inspiron 3567,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.3kg,"439,00",1366x768,Touchscreen,6,False,True,False,0,1000,0,1000
207,Dell,XPS 13,Ultrabook,"13.3""",Intel UHD Graphics 620,Windows,10,1.21kg,"1949,00",3840x2160,Touchscreen,8,True,False,False,256,0,0,256
208,Dell,XPS 13,Ultrabook,"13.3""",Intel UHD Graphics 620,Windows,10,1.2kg,"1449,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
209,Lenovo,IdeaPad 320-15IKBN,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.2kg,"597,00",1366x768,No Touchscreen,8,True,False,False,256,0,0,256
210,Acer,Aspire 7,Notebook,"15.6""",Nvidia GeForce GTX 1050,Linux,,2.4kg,"779,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
211,Asus,ROG GL703VD-GC028T,Gaming,"17.3""",Nvidia GeForce GTX 1050,Windows,10,2.9kg,"1407,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
212,HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,"15.6""",Intel HD Graphics 520,No OS,,2.1kg,"349,00",1920x1080,No Touchscreen,4,False,True,False,0,500,0,500
213,Lenovo,IdeaPad 320-15IKBN,Notebook,"15.6""",Intel HD Graphics 620,No OS,,2.2kg,"549,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
214,Huawei,MateBook X,Ultrabook,"13.0""",Intel HD Graphics 620,Windows,10,1.05kg,"1499,00",2160x1440,No Touchscreen,8,True,False,False,512,0,0,512
215,Dell,Inspiron 5370,Ultrabook,"13.3""",AMD Radeon 530,Windows,10,1.4kg,"931,88",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
216,Lenovo,IdeaPad 320-17IKB,Notebook,"17.3""",Nvidia GeForce GTX 940MX,No OS,,2.8kg,"589,00",1600x900,No Touchscreen,8,False,True,False,0,1000,0,1000
217,HP,Probook 440,Notebook,"14.0""",Nvidia GeForce 930MX,Windows,10,1.63kg,"1031,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
218,Dell,Latitude 5490,Ultrabook,"14.0""",Intel UHD Graphics 620,Windows,10,1.6kg,"1149,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
219,Dell,Inspiron 5379,2 in 1 Convertible,"13.3""",Intel UHD Graphics 620,Windows,10,1.62kg,"1279,00",1920x1080,Touchscreen,16,True,False,False,512,0,0,512
220,Dell,Inspiron 3576,Notebook,"15.6""",AMD Radeon 520,Linux,,2.2kg,"677,35",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
221,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,"14.0""",Intel UHD Graphics 620,Windows,10,1.74kg,"899,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
222,Toshiba,Portege Z30-C-16L,Ultrabook,"13.3""",Intel HD Graphics 520,Windows,10,1.2kg,"1363,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
223,HP,ProBook 450,Notebook,"15.6""",Intel UHD Graphics 620,Windows,10,2.1kg,"794,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
224,Dell,Alienware 17,Gaming,"17.3""",Nvidia GeForce GTX 1060,Windows,10,4.42kg,"2456,34",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
225,Acer,Aspire E5-576G,Notebook,"15.6""",Nvidia GeForce 940MX,Windows,10,2.2kg,"832,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
226,Dell,Inspiron 5567,Notebook,"15.6""",AMD Radeon R7 M445,Windows,10,2.3kg,"859,01",1920x1080,Touchscreen,16,False,True,False,0,1000,0,1000
227,Asus,Vivobook X541UV-DM1217T,Notebook,"15.6""",Nvidia GeForce 920MX ,Windows,10,2kg,"769,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
228,Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,"17.3""",Nvidia GeForce GTX 950M,Windows,10,2.69kg,"891,00",1920x1080,No Touchscreen,8,True,True,False,256,500,0,756
229,HP,ZBook 15u,Notebook,"15.6""",AMD FirePro W4190M ,Windows,10,1.9kg,"1269,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
230,Asus,Pro P2540UA-XO0198T,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.37kg,"398,99",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
231,HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,"15.6""",AMD Radeon R2,Windows,10,2.1kg,"330,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
232,Lenovo,Legion Y720-15IKB,Gaming,"15.6""",Nvidia GeForce GTX 1060,Windows,10,3.2kg,"1499,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
233,Dell,Vostro 5468,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.6kg,"859,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
234,Acer,Aspire R7,2 in 1 Convertible,"13.3""",Intel HD Graphics 520,Windows,10,1.6kg,"689,00",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
235,Dell,Inspiron 5567,Notebook,"15.6""",AMD Radeon R7 M445,Linux,,2.36kg,"899,00",1920x1080,No Touchscreen,16,True,False,False,256,0,0,256
236,Acer,Aspire A315-51,Notebook,"15.6""",Intel HD Graphics 520,Linux,,2.1kg,"390,00",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
237,Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,"15.6""",AMD Radeon R5 M430,Windows,10,2.2kg,"575,00",1920x1080,No Touchscreen,4,True,True,False,128,1000,0,1128
238,Asus,ROG G703VI-E5062T,Gaming,"17.3""",Nvidia GeForce GTX 1080,Windows,10,4.7kg,"3890,00",1920x1080,No Touchscreen,32,True,True,False,512,1000,0,1512
239,Acer,Nitro AN515-51,Gaming,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.5kg,"846,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
240,Lenovo,IdeaPad 320-15ISK,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.2kg,"589,00",1366x768,No Touchscreen,8,True,False,False,128,0,0,128
241,Asus,VivoBook Pro,Notebook,"17.3""",Nvidia GeForce 150MX,Windows,10,2.1kg,"1145,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
242,Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,"17.3""",Nvidia GeForce GTX 950M,No OS,,2.69kg,"889,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
243,Dell,Inspiron 5577,Gaming,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.56kg,"879,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
244,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,"13.9""",Intel HD Graphics 620,Windows,10,1.38kg,"1079,00",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
245,Dell,Inspiron 5570,Notebook,"15.6""",AMD Radeon 530,Windows,10,2.2kg,"985,00",1920x1080,No Touchscreen,8,True,True,False,128,2000,0,2128
246,HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.04kg,"559,00",1366x768,Touchscreen,8,False,True,False,0,1000,0,1000
247,Asus,Rog G701VIK-BA060T,Gaming,"17.3""",Nvidia GeForce GTX 1080,Windows,10,3.6kg,"2999,00",1920x1080,No Touchscreen,16,True,False,False,256,0,0,256
248,HP,ProBook 430,Notebook,"13.3""",Intel UHD Graphics 620,Windows,10,1.49kg,"675,00",1920x1080,No Touchscreen,4,False,True,False,0,500,0,500
249,Apple,MacBook Pro,Ultrabook,"13.3""",Intel Iris Plus Graphics 650,macOS,,1.37kg,"2040,00",2560x1600,No Touchscreen,8,True,False,False,512,0,0,512
250,Dell,Inspiron 5579,2 in 1 Convertible,"15.6""",Intel UHD Graphics 620,Windows,10,2.08kg,"819,00",1920x1080,Touchscreen,8,False,True,False,0,1000,0,1000
251,Asus,ROG G752VSK-GC493T,Gaming,"17.3""",Nvidia GeForce GTX 980M,Windows,10,4.3kg,"1799,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
252,Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,"15.6""",AMD Radeon R5 M420,Windows,10,1.68kg,"469,00",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
253,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,"13.9""",Intel UHD Graphics 620,Windows,10,1.37kg,"1849,00",1920x1080,Touchscreen,8,True,False,False,512,0,0,512
254,Acer,Aspire 5,Notebook,"17.3""",Nvidia GeForce MX130,Windows,10,3kg,"702,00",1920x1080,No Touchscreen,4,True,False,False,256,0,0,256
255,Dell,Vostro 5370,Ultrabook,"13.3""",Intel UHD Graphics 620,Windows,10,1.41kg,"949,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
256,HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,"15.6""",AMD Radeon R4 Graphics,Windows,10,1.91kg,"445,90",1366x768,No Touchscreen,8,True,False,False,128,0,0,128
257,HP,Envy 17-U275cl,Notebook,"17.3""",Nvidia GeForce MX150,Windows,10,2.9kg,"1059,00",1920x1080,No Touchscreen,16,False,True,False,0,1000,0,1000
258,MSI,GT73EVR 7RE,Gaming,"17.3""",Nvidia GeForce GTX 1070,Windows,10,4.14kg,"2499,00",1920x1080,No Touchscreen,16,True,True,False,512,1000,0,1512
259,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,"15.6""",Nvidia GeForce GTX 1050M,Windows,10,2kg,"1699,00",1920x1080,Touchscreen,8,True,False,False,512,0,0,512
260,Dell,Inspiron 5770,Notebook,"17.3""",AMD Radeon 530,Windows,10,2.8kg,"1142,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
261,Lenovo,IdeaPad 320-15ISK,Notebook,"15.6""",Intel HD Graphics 520,No OS,,2.2kg,"444,00",1920x1080,No Touchscreen,4,True,False,False,256,0,0,256
262,HP,ProBook 450,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.1kg,"722,00",1920x1080,No Touchscreen,4,False,True,False,0,500,0,500
263,Dell,Vostro 3568,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.18kg,"657,00",1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000
264,Dell,Inspiron 3567,Notebook,"15.6""",AMD Radeon R5 M430,Windows,10,2.24kg,"565,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
265,Dell,Inspiron 5579,2 in 1 Convertible,"15.6""",Intel UHD Graphics 620,Windows,10,2.67kg,"799,00",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
266,Asus,ZenBook Flip,2 in 1 Convertible,"13.3""",Intel UHD Graphics 620,Windows,10,1.1kg,"1499,00",1920x1080,Touchscreen,8,True,False,False,512,0,0,512
267,Lenovo,IdeaPad 320-15IKBN,Notebook,"15.6""",Intel HD Graphics 620,No OS,,2.2kg,"467,00",1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000
268,HP,Probook 470,Notebook,"17.3""",Nvidia GeForce 930MX ,Windows,10,2.5kg,"1018,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
269,Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,"15.6""",Intel UHD Graphics 620,Windows,10,2.05kg,"880,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
270,Apple,MacBook Pro,Ultrabook,"13.3""",Intel Iris Graphics 550,macOS,,1.37kg,"1958,90",2560x1600,No Touchscreen,8,True,False,False,512,0,0,512
271,Asus,Rog Strix,Gaming,"17.3""",AMD Radeon RX 580,Windows,10,3.2kg,"1549,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
272,Dell,Inspiron 3576,Notebook,"15.6""",AMD Radeon 520,Linux,,2.14kg,"735,07",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
273,Lenovo,ThinkPad X1,2 in 1 Convertible,"14.0""",Intel HD Graphics 520,Windows,10,1.36kg,"2499,00",2560x1440,Touchscreen,16,True,False,False,512,0,0,512
274,Toshiba,Satellite Pro,Notebook,"15.6""",Nvidia GeForce 930M,Windows,10,2.2kg,"812,00",1366x768,No Touchscreen,8,False,True,False,0,500,0,500
275,Dell,Inspiron 5567,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.3kg,"713,07",1366x768,No Touchscreen,12,False,True,False,0,1000,0,1000
276,Dell,Inspiron 5770,Notebook,"17.3""",AMD Radeon 530,Linux,,2.8kg,"1099,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
277,Acer,Aspire A515-51G,Notebook,"15.6""",Nvidia GeForce MX130,Windows,10,2.2kg,"745,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
278,Lenovo,IdeaPad 320-17ISK,Notebook,"17.3""",Intel HD Graphics 520,Windows,10,2.8kg,"489,00",1600x900,No Touchscreen,4,False,True,False,0,1000,0,1000
279,Lenovo,IdeaPad 320-17IKBR,Notebook,"17.3""",Nvidia GeForce MX150,No OS,,2.8kg,"849,00",1920x1080,No Touchscreen,8,False,True,False,0,2000,0,2000
280,Lenovo,IdeaPad 320-17IKB,Notebook,"17.3""",Nvidia GeForce 940MX,Windows,10,2.8kg,"859,00",1600x900,No Touchscreen,6,True,True,False,128,1000,0,1128
281,Dell,Inspiron 3567,Notebook,"15.6""",AMD Radeon R5 M430,Linux,,2.25kg,"428,00",1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000
282,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.5kg,"829,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
283,Lenovo,Ideapad 320-15IKBN,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.2kg,"579,00",1920x1080,No Touchscreen,6,True,False,False,256,0,0,256
284,Acer,Aspire A517-51G,Notebook,"15.6""",Nvidia GeForce MX150,Windows,10,3kg,"951,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
285,Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.15kg,"659,00",1920x1080,Touchscreen,12,False,True,False,0,1000,0,1000
286,Lenovo,Thinkpad T570,Notebook,"15.6""",Intel HD Graphics 630,Windows,10,1.95kg,"1097,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
287,Asus,VivoBook S15,Ultrabook,"15.6""",Nvidia GeForce 940MX,Windows,10,1.7kg,"977,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
288,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Nvidia GeForce GTX 1050 Ti,Windows,10,2.5kg,"1179,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
289,Lenovo,IdeaPad 320-15IKB,Notebook,"15.6""",Nvidia GeForce 940MX,No OS,,2.2kg,"659,01",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
290,Acer,Chromebook C910-C2ST,Notebook,"15.6""",Intel HD Graphics,Chrome OS,,2.19kg,"199,00",1366x768,No Touchscreen,2,True,False,False,16,0,0,16
291,Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Gaming,"17.3""",Nvidia GeForce GTX 1050,Windows,10,3kg,"1187,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
292,HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,"17.3""",Intel HD Graphics 520,Windows,10,2.54kg,"489,00",1600x900,No Touchscreen,8,False,True,False,0,1000,0,1000
293,Dell,XPS 15,Notebook,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2kg,"1829,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
294,Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,"15.6""",Intel UHD Graphics 620,Windows,10,2.05kg,"739,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
295,Lenovo,Legion Y720-15IKB,Gaming,"15.6""",Nvidia GeForce GTX 1060,Windows,10,3.2kg,"1299,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
296,Acer,Aspire A715-71G,Notebook,"15.6""",Nvidia GeForce GTX 1050 Ti,Linux,,2.5kg,"979,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
297,Dell,Precision 7720,Workstation,"17.3""",Nvidia Quadro M1200,Windows,10,3.42kg,"2884,86",1920x1080,No Touchscreen,16,True,False,False,256,0,0,256
298,Lenovo,IdeaPad 310-15ABR,Notebook,"15.6""",AMD Radeon R5 430,Windows,10,2.4kg,"499,00",1920x1080,No Touchscreen,6,False,True,False,0,1000,0,1000
299,Asus,ZenBook UX530UQ-PRO,Ultrabook,"15.6""",Nvidia GeForce 940MX,Windows,10,1.63kg,"1468,00",1920x1080,No Touchscreen,16,True,False,False,512,0,0,512
300,Asus,VivoBook S14,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.3kg,"509,00",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
301,Asus,Rog GL702VS-GC095T,Gaming,"17.3""",Nvidia GeForce GTX 1070,Windows,10,2.9kg,"2122,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
