Unnamed: 0,Manufacturer,Model Name,Category,Screen Size,GPU,Operating System,Operating System Version,Weight,Price (Euros),Resolution,Screen_Type,RAM,SSD,HDD,HYBRID,SSD_CAPACITY,HDD_CAPACITY,HYBRID_CAPACITY,TOTAL_STORAGE,Unnamed: 0,Brand,Clockspeed,Model,Series,Width,Height,fullRes
118,Asus,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Notebook,17.3,Nvidia GeForce 920MX,Windows,10,2kg,564,1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000,118,Intel,2.0,,Core i3 6006U,1920,1080,2073600
119,Asus,VivoBook S15,Notebook,15.6,Nvidia GeForce 940MX,Windows,10,1.7kg,1118,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,119,Intel,1.8,,Core i7 8550U,1920,1080,2073600
120,Acer,Spin 3,Notebook,15.6,Intel HD Graphics 620,Windows,10,2.1kg,479,1920x1080,Touchscreen,6,False,True,False,0,1000,0,1000,120,Intel,2.4,,Core i3 7100U,1920,1080,2073600
121,MSI,GS63VR 7RG,Gaming,15.6,Nvidia GeForce GTX 1070,Windows,10,1.8kg,2241,1920x1080,No Touchscreen,16,True,True,False,256,2000,0,2256,121,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
122,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Nvidia GeForce 940MX,No OS,,2.2kg,629,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,122,Intel,2.5,,Core i5 7200U,1920,1080,2073600
123,HP,Probook 470,Notebook,17.3,Nvidia GeForce 930MX ,Windows,10,2.5kg,1271,1920x1080,No Touchscreen,16,True,False,False,512,0,0,512,123,Intel,1.8,,Core i7 8550U,1920,1080,2073600
124,Acer,Aspire 3,Notebook,15.6,AMD Radeon R5,Windows,10,2.1kg,451,1366x768,No Touchscreen,4,True,False,False,256,0,0,256,124,AMD,3.0,9420,A9-Series,1366,768,1049088
125,HP,250 G6,Notebook,15.6,Intel HD Graphics 400,No OS,,1.86kg,259,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,125,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
126,HP,Probook 440,Notebook,14.0,Intel UHD Graphics 620,Windows,10,1.63kg,812,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,126,Intel,1.6,,Core i5 8250U,1920,1080,2073600
127,Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14.0,AMD Radeon R2,Windows,10 S,1.65kg,277,1366x768,No Touchscreen,4,True,False,False,64,0,0,64,127,AMD,1.5,6110,E-Series,1366,768,1049088
128,Dell,Inspiron 5770,Notebook,17.3,AMD Radeon 530,Windows,10,2.8kg,1396,1920x1080,No Touchscreen,16,True,True,False,256,2000,0,2256,128,Intel,1.8,,Core i7 8550U,1920,1080,2073600
129,HP,ProBook 470,Notebook,17.3,Intel UHD Graphics 620,Windows,10,2.5kg,928,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,129,Intel,1.6,,Core i5 8250U,1920,1080,2073600
130,Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,Windows,10,2.36kg,638,1366x768,No Touchscreen,8,False,True,False,0,1000,0,1000,130,Intel,2.5,,Core i5 7200U,1366,768,1049088
131,Dell,Inspiron 3567,Notebook,15.6,AMD Radeon R5 M430,Windows,10,2.2kg,449,1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000,131,Intel,2.0,,Core i3 6006U,1920,1080,2073600
132,Acer,Swift 3,Ultrabook,14.0,Intel UHD Graphics 620,Windows,10,1.6kg,884,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,132,Intel,1.8,,Core i7 8550U,1920,1080,2073600
133,Acer,Aspire A515-51G-37JS,Notebook,15.6,Nvidia GeForce MX130,Windows,10,2.2kg,572,1920x1080,No Touchscreen,4,True,False,False,256,0,0,256,133,Intel,2.7,,Core i3 7130U,1920,1080,2073600
134,HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,15.6,Intel HD Graphics 620,Windows,10,2.05kg,598,1366x768,No Touchscreen,8,False,True,False,0,1000,0,1000,134,Intel,2.7,,Core i7 7500U,1366,768,1049088
135,HP,Probook 440,Notebook,14.0,Intel UHD Graphics 620,Windows,10,1.63kg,988,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,135,Intel,1.8,,Core i7 8550U,1920,1080,2073600
136,Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,Intel HD Graphics 500,No OS,,1.9kg,252,1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000,136,Intel,1.1,,Celeron Dual Core N3350,1366,768,1049088
137,Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.3,Nvidia GeForce GTX 1050,Windows,10,3kg,938,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,137,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
138,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Nvidia GeForce 920MX,No OS,,2.2kg,499,1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000,138,Intel,2.5,,Core i5 7200U,1920,1080,2073600
139,HP,Envy 13-AD007nv,Notebook,13.3,Intel HD Graphics 620,Windows,10,1.32kg,699,1920x1080,No Touchscreen,4,True,False,False,256,0,0,256,139,Intel,2.5,,Core i5 7200U,1920,1080,2073600
140,Acer,Aspire 5,Notebook,17.3,Nvidia GeForce MX130,Windows,10,3kg,655,1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000,140,Intel,2.7,,Core i3 7130U,1920,1080,2073600
141,Lenovo,ThinkPad E480,Notebook,14.0,AMD Radeon RX 550,Windows,10,1.75kg,1116,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,141,Intel,1.6,,Core i5 8250U,1920,1080,2073600
142,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050M,No OS,,2.4kg,869,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,142,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
143,Toshiba,Satellite Pro,Notebook,15.6,Intel HD Graphics 520,Windows,10,2.1kg,602,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,143,Intel,2.3,,Core i5 6200U,1366,768,1049088
144,HP,255 G6,Notebook,15.6,AMD Radeon R4 Graphics,Windows,10,1.86kg,369,1366x768,No Touchscreen,4,True,False,False,256,0,0,256,144,AMD,2.5,9220,A6-Series,1366,768,1049088
145,Asus,ZenBook UX430UA,Ultrabook,14.0,Intel UHD Graphics 620,Windows,10,1.25kg,1099,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,145,Intel,1.8,,Core i7 8550U,1920,1080,2073600
146,HP,EliteBook Folio,Ultrabook,12.5,Intel HD Graphics 515,Windows,10,0.97kg,2014,3840x2160,Touchscreen,8,True,False,False,512,0,0,512,146,Intel,1.2,,Core M 6Y75,3840,2160,8294400
147,Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,Intel HD Graphics 500,Windows,10,2kg,344,1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000,147,Intel,1.1,,Celeron Dual Core N3350,1920,1080,2073600
148,MSI,GE72MVR 7RG,Gaming,17.3,Nvidia GeForce GTX 1070,Windows,10,2.9kg,2029,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,148,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
149,Acer,Aspire A315-51,Notebook,15.6,Intel HD Graphics 520,Windows,10,2.1kg,447,1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000,149,Intel,2.0,,Core i3 6006U,1366,768,1049088
150,Dell,Inspiron 5577,Gaming,15.6,Nvidia GeForce GTX 1050,Windows,10,2.56kg,1249,1920x1080,No Touchscreen,16,True,False,False,512,0,0,512,150,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
151,Dell,Inspiron 7567,Gaming,15.6,Nvidia GeForce GTX 1050,Windows,10,2.62kg,899,1920x1080,No Touchscreen,8,False,False,True,0,0,1000,1000,151,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
152,Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,Intel HD Graphics 620,Windows,10,1.9kg,498,1366x768,No Touchscreen,4,True,False,False,128,0,0,128,152,Intel,2.5,,Core i5 7200U,1366,768,1049088
153,MSI,GE73VR 7RE,Gaming,17.3,Nvidia GeForce GTX 1060,Windows,10,2.8kg,1890,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,153,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
154,HP,EliteBook 840,Ultrabook,14.0,Intel HD Graphics 620,Windows,10,1.48kg,1082,1920x1080,No Touchscreen,4,True,False,False,256,0,0,256,154,Intel,2.7,,Core i5 7500U,1920,1080,2073600
155,HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,AMD Radeon 520,Windows,10,1.91kg,619,1920x1080,No Touchscreen,6,True,False,False,256,0,0,256,155,Intel,1.6,,Core i5 8250U,1920,1080,2073600
156,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,Intel HD Graphics 620,Windows,10,1.74kg,629,1920x1080,Touchscreen,4,True,False,False,256,0,0,256,156,Intel,2.4,,Core i3 7100U,1920,1080,2073600
157,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Intel HD Graphics 620,Windows,10,1.1kg,1315,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,157,Intel,1.6,,Core i5 8250U,1920,1080,2073600
158,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel UHD Graphics 620,Windows,10,1.56kg,1049,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,158,Intel,1.8,,Core i7 8550U,1920,1080,2073600
159,Toshiba,Satellite Pro,Notebook,15.6,Intel HD Graphics 520,Windows,10,2.1kg,447,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,159,Intel,2.2,,Core i3 6006U,1366,768,1049088
160,Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,AMD Radeon R5 M420,Windows,10,2.03kg,403,1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000,160,AMD,3.0,9420,A9-Series,1366,768,1049088
161,Acer,Aspire A517-51G,Notebook,17.3,Nvidia GeForce MX150,Windows,10,3kg,805,1920x1080,No Touchscreen,4,True,False,False,256,0,0,256,161,Intel,1.6,,Core i5 8250U,1920,1080,2073600
162,Dell,Inspiron 3576,Notebook,15.6,AMD Radeon 520,Windows,10,2.13kg,728,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,162,Intel,1.6,,Core i5 8250U,1920,1080,2073600
163,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5kg,1079,1920x1080,No Touchscreen,16,True,False,False,256,0,0,256,163,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
164,Acer,Aspire A315-31,Notebook,15.6,Intel HD Graphics 500,Windows,10,2.1kg,348,1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000,164,Intel,1.1,,Celeron Dual Core N3350,1366,768,1049088
165,MSI,GE63VR 7RE,Gaming,15.6,Nvidia GeForce GTX 1060,Windows,10,2.4kg,1799,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,165,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
166,Acer,Aspire 3,Notebook,15.6,Intel HD Graphics 505,Windows,10,2.1kg,363,1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000,166,Intel,1.1,,Pentium Quad Core N4200,1366,768,1049088
167,Dell,Inspiron 5577,Gaming,15.6,Nvidia GeForce GTX 1050,Windows,10,2.56kg,1060,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,167,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
168,Acer,Aspire A517-51G,Notebook,17.3,Nvidia GeForce MX150,Windows,10,3kg,854,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,168,Intel,1.6,,Core i5 8250U,1920,1080,2073600
169,HP,ProBook 430,Notebook,13.3,Intel UHD Graphics 620,Windows,10,1.49kg,754,1920x1080,No Touchscreen,4,False,True,False,0,500,0,500,169,Intel,1.6,,Core i5 8250U,1920,1080,2073600
170,Huawei,MateBook X,Ultrabook,13.0,Intel HD Graphics 620,Windows,10,1.05kg,1349,2160x1440,No Touchscreen,8,True,False,False,256,0,0,256,170,Intel,2.5,,Core i5 7200U,2160,1440,3110400
171,HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,AMD Radeon 520,Windows,10,2.71kg,699,1920x1080,No Touchscreen,6,False,True,False,0,2000,0,2000,171,Intel,2.5,,Core i5 7200U,1920,1080,2073600
172,Lenovo,IdeaPad 320-15AST,Notebook,15.6,AMD Radeon R4 Graphics,No OS,,2.2kg,309,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,172,AMD,2.9,9220,A6-Series,1366,768,1049088
173,Toshiba,Satellite Pro,Notebook,15.6,Intel HD Graphics 620,Windows,10,2kg,489,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,173,Intel,2.4,,Core i3 7100U,1366,768,1049088
174,HP,ProBook 470,Notebook,17.3,Nvidia GeForce 930MX,Windows,10,2.5kg,923,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,174,Intel,1.6,,Core i5 8250U,1920,1080,2073600
175,Dell,Inspiron 3567,Notebook,15.6,Intel HD Graphics 620,Windows,10,2.3kg,459,1366x768,No Touchscreen,8,False,True,False,0,1000,0,1000,175,Intel,2.4,,Core i3 7100U,1366,768,1049088
176,Acer,Aspire A315-51,Notebook,15.6,Intel HD Graphics 520,Windows,10,2.1kg,449,1366x768,No Touchscreen,4,True,False,False,128,0,0,128,176,Intel,2.0,,Core i3 6006U,1366,768,1049088
177,MSI,GT80S 6QF-074US,Gaming,18.4,Nvidia GTX 980 SLI,Windows,10,4.4kg,2799,1920x1080,No Touchscreen,32,True,True,False,512,1000,0,1512,177,Intel,2.9,,Core i7 6920HQ,1920,1080,2073600
178,Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,AMD R17M-M1-70,Windows,10,1.90kg,813,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,178,Intel,2.5,,Core i5 7200U,1920,1080,2073600
179,HP,Spectre x360,2 in 1 Convertible,13.3,Intel UHD Graphics 620,Windows,10,1.29kg,1499,3840x2160,Touchscreen,8,True,False,False,256,0,0,256,179,Intel,1.6,,Core i5 8250U,3840,2160,8294400
180,Dell,Inspiron 5570,Notebook,15.6,AMD Radeon 530,Linux,,2.02kg,1049,1920x1080,No Touchscreen,16,True,True,False,256,2000,0,2256,180,Intel,1.8,,Core i7 8550U,1920,1080,2073600
181,Dell,XPS 13,Ultrabook,13.3,Intel UHD Graphics 620,Windows,10,1.23kg,1399,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,181,Intel,1.6,,Core i5 8250U,1920,1080,2073600
182,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Intel UHD Graphics 620,Windows,10,1.4kg,1849,3840x2160,Touchscreen,16,True,False,False,512,0,0,512,182,Intel,1.8,,Core i7 8550U,3840,2160,8294400
183,Toshiba,Satellite Pro,Notebook,15.6,Intel HD Graphics 620,Windows,10,2.0kg,793,1366x768,No Touchscreen,8,True,False,False,128,0,0,128,183,Intel,2.5,,Core i5 7200U,1366,768,1049088
184,Xiaomi,Mi Notebook,Notebook,15.6,Nvidia GeForce MX150,No OS,,1.95kg,1199,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,184,Intel,1.6,,Core i5 8250U,1920,1080,2073600
185,Dell,Inspiron 7773,Notebook,17.3,Nvidia GeForce 150MX,Windows,10,2.77kg,1549,1920x1080,Touchscreen,16,True,False,False,512,0,0,512,185,Intel,1.8,,Core i7 8550U,1920,1080,2073600
186,Dell,XPS 15,Notebook,15.6,Nvidia GeForce GTX 1050,Windows,10,2.06kg,2397,3840x2160,Touchscreen,16,True,False,False,512,0,0,512,186,Intel,2.8,,Core i7 7700HQ,3840,2160,8294400
187,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050,No OS,,2.4kg,779,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,187,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
188,Acer,Swift 7,Ultrabook,13.3,Intel HD Graphics 615,Windows,10,1.12kg,989,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,188,Intel,1.2,,Core i5 7Y54,1920,1080,2073600
189,Dell,Inspiron 5770,Notebook,17.3,AMD Radeon 530,Windows,10,2.8kg,1085,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,189,Intel,1.8,,Core i7 8550U,1920,1080,2073600
190,Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,Intel HD Graphics 620,Windows,10,1.42kg,2824,2560x1440,Touchscreen,16,True,False,False,1000,0,0,1000,190,Intel,2.7,,Core i7 7500U,2560,1440,3686400
191,Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,Intel HD Graphics 500,Windows,10,1.3kg,260,1920x1080,No Touchscreen,4,True,False,False,32,0,0,32,191,Intel,1.1,,Celeron Dual Core N3350,1920,1080,2073600
192,Xiaomi,Mi Notebook,Ultrabook,13.3,Nvidia GeForce MX150,No OS,,1.3kg,999,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,192,Intel,2.5,,Core i5 7200U,1920,1080,2073600
193,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,Nvidia GeForce MX150,No OS,,2.8kg,698,1600x900,No Touchscreen,8,True,False,False,256,0,0,256,193,Intel,1.6,,Core i5 8250U,1600,900,1440000
194,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Intel UHD Graphics 620,Windows,10,1.62kg,839,1920x1080,Touchscreen,8,False,True,False,0,1000,0,1000,194,Intel,1.8,,Core i7 8550U,1920,1080,2073600
195,HP,ProBook 470,Notebook,17.3,Nvidia GeForce 930MX,Windows,10,2.5kg,914,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,195,Intel,1.6,,Core i5 8250U,1920,1080,2073600
196,Razer,Blade Pro,Gaming,17.3,Nvidia GeForce GTX 1080,Windows,10,3.49kg,6099,3840x2160,Touchscreen,32,True,False,False,1000,0,0,1000,196,Intel,2.9,,Core i7 7820HK,3840,2160,8294400
197,HP,ProBook 430,Notebook,13.3,Intel UHD Graphics 620,Windows,10,1.49kg,959,1920x1080,No Touchscreen,8,True,False,False,512,0,0,512,197,Intel,1.6,,Core i5 8250U,1920,1080,2073600
198,HP,Omen 17-W295,Gaming,17.3,Nvidia GeForce GTX 1050,Windows,10,3.35kg,1379,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,198,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
199,HP,Probook 470,Notebook,17.3,Nvidia GeForce 930MX ,Windows,10,2.5kg,1045,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,199,Intel,1.8,,Core i7 8550U,1920,1080,2073600
200,Dell,Inspiron 7577,Gaming,15.6,Nvidia GeForce GTX 1060,Windows,10,2.65kg,1845,3840x2160,No Touchscreen,16,True,True,False,512,1000,0,1512,200,Intel,2.8,,Core i7 7700HQ,3840,2160,8294400
201,Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,Intel HD Graphics 520,Windows,10,2.1kg,493,1366x768,No Touchscreen,4,True,False,False,128,0,0,128,201,Intel,2.3,,Core i5 6200U,1366,768,1049088
202,Acer,Aspire E5-576G,Notebook,15.6,Nvidia GeForce 940MX,Windows,10,2.23kg,742,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,202,Intel,2.7,,Core i7 7500U,1920,1080,2073600
203,Lenovo,Legion Y720-15IKB,Gaming,15.6,Nvidia GeForce GTX 1060,Windows,10,3.2kg,1749,1920x1080,No Touchscreen,16,True,True,False,512,1000,0,1512,203,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
204,Dell,Precision 7520,Workstation,15.6,Nvidia Quadro M1200,Windows,10,2.8kg,3055,3840x2160,No Touchscreen,16,True,True,False,256,1000,0,1256,204,Intel,3.0,,Xeon E3-1505M V6,3840,2160,8294400
205,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1060,No OS,,2.4kg,1398,1920x1080,No Touchscreen,16,True,False,False,512,0,0,512,205,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
206,Dell,Inspiron 3567,Notebook,15.6,Intel HD Graphics 620,Windows,10,2.3kg,439,1366x768,Touchscreen,6,False,True,False,0,1000,0,1000,206,Intel,2.4,,Core i3 7100U,1366,768,1049088
207,Dell,XPS 13,Ultrabook,13.3,Intel UHD Graphics 620,Windows,10,1.21kg,1949,3840x2160,Touchscreen,8,True,False,False,256,0,0,256,207,Intel,1.8,,Core i7 8550U,3840,2160,8294400
208,Dell,XPS 13,Ultrabook,13.3,Intel UHD Graphics 620,Windows,10,1.2kg,1449,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,208,Intel,1.8,,Core i7 8550U,1920,1080,2073600
209,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel HD Graphics 620,Windows,10,2.2kg,597,1366x768,No Touchscreen,8,True,False,False,256,0,0,256,209,Intel,2.5,,Core i5 7200U,1366,768,1049088
210,Acer,Aspire 7,Notebook,15.6,Nvidia GeForce GTX 1050,Linux,,2.4kg,779,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,210,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
211,Asus,ROG GL703VD-GC028T,Gaming,17.3,Nvidia GeForce GTX 1050,Windows,10,2.9kg,1407,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,211,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
212,HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,Intel HD Graphics 520,No OS,,2.1kg,349,1920x1080,No Touchscreen,4,False,True,False,0,500,0,500,212,Intel,2.0,,Core i3 6006U,1920,1080,2073600
213,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel HD Graphics 620,No OS,,2.2kg,549,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,213,Intel,2.5,,Core i5 7200U,1920,1080,2073600
214,Huawei,MateBook X,Ultrabook,13.0,Intel HD Graphics 620,Windows,10,1.05kg,1499,2160x1440,No Touchscreen,8,True,False,False,512,0,0,512,214,Intel,2.7,,Core i7 7500U,2160,1440,3110400
215,Dell,Inspiron 5370,Ultrabook,13.3,AMD Radeon 530,Windows,10,1.4kg,931,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,215,Intel,1.8,,Core i7 8550U,1920,1080,2073600
216,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Nvidia GeForce GTX 940MX,No OS,,2.8kg,589,1600x900,No Touchscreen,8,False,True,False,0,1000,0,1000,216,Intel,2.5,,Core i5 7200U,1600,900,1440000
217,HP,Probook 440,Notebook,14.0,Nvidia GeForce 930MX,Windows,10,1.63kg,1031,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,217,Intel,1.8,,Core i7 8550U,1920,1080,2073600
218,Dell,Latitude 5490,Ultrabook,14.0,Intel UHD Graphics 620,Windows,10,1.6kg,1149,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,218,Intel,1.6,,Core i5 8250U,1920,1080,2073600
219,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Intel UHD Graphics 620,Windows,10,1.62kg,1279,1920x1080,Touchscreen,16,True,False,False,512,0,0,512,219,Intel,1.8,,Core i7 8550U,1920,1080,2073600
220,Dell,Inspiron 3576,Notebook,15.6,AMD Radeon 520,Linux,,2.2kg,677,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,220,Intel,1.6,,Core i5 8250U,1920,1080,2073600
221,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,Intel UHD Graphics 620,Windows,10,1.74kg,899,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,221,Intel,1.6,,Core i5 8250U,1920,1080,2073600
222,Toshiba,Portege Z30-C-16L,Ultrabook,13.3,Intel HD Graphics 520,Windows,10,1.2kg,1363,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,222,Intel,2.5,,Core i7 6500U,1920,1080,2073600
223,HP,ProBook 450,Notebook,15.6,Intel UHD Graphics 620,Windows,10,2.1kg,794,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,223,Intel,1.6,,Core i5 8250U,1920,1080,2073600
224,Dell,Alienware 17,Gaming,17.3,Nvidia GeForce GTX 1060,Windows,10,4.42kg,2456,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,224,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
225,Acer,Aspire E5-576G,Notebook,15.6,Nvidia GeForce 940MX,Windows,10,2.2kg,832,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,225,Intel,2.7,,Core i7 7500U,1920,1080,2073600
226,Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,Windows,10,2.3kg,859,1920x1080,Touchscreen,16,False,True,False,0,1000,0,1000,226,Intel,2.7,,Core i7 7500U,1920,1080,2073600
227,Asus,Vivobook X541UV-DM1217T,Notebook,15.6,Nvidia GeForce 920MX ,Windows,10,2kg,769,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,227,Intel,2.5,,Core i5 7200U,1920,1080,2073600
228,Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,Nvidia GeForce GTX 950M,Windows,10,2.69kg,891,1920x1080,No Touchscreen,8,True,True,False,256,500,0,756,228,Intel,2.5,,Core i5 7200U,1920,1080,2073600
229,HP,ZBook 15u,Notebook,15.6,AMD FirePro W4190M ,Windows,10,1.9kg,1269,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,229,Intel,2.7,,Core i7 7500U,1920,1080,2073600
230,Asus,Pro P2540UA-XO0198T,Notebook,15.6,Intel HD Graphics 620,Windows,10,2.37kg,398,1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000,230,Intel,2.4,,Core i3 7100U,1366,768,1049088
231,HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,AMD Radeon R2,Windows,10,2.1kg,330,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,231,AMD,1.5,9000e,E-Series,1366,768,1049088
232,Lenovo,Legion Y720-15IKB,Gaming,15.6,Nvidia GeForce GTX 1060,Windows,10,3.2kg,1499,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,232,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
233,Dell,Vostro 5468,Notebook,14.0,Intel HD Graphics 620,Windows,10,1.6kg,859,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,233,Intel,2.5,,Core i5 7200U,1920,1080,2073600
234,Acer,Aspire R7,2 in 1 Convertible,13.3,Intel HD Graphics 520,Windows,10,1.6kg,689,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,234,Intel,2.3,,Core i5 6200U,1920,1080,2073600
235,Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,Linux,,2.36kg,899,1920x1080,No Touchscreen,16,True,False,False,256,0,0,256,235,Intel,2.7,,Core i7 7500U,1920,1080,2073600
236,Acer,Aspire A315-51,Notebook,15.6,Intel HD Graphics 520,Linux,,2.1kg,390,1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000,236,Intel,2.0,,Core i3 6006U,1366,768,1049088
