Manufacturer,Model Name,Category,Screen Size,GPU,Price (Euros),Screen_Type,RAM,SSD,HDD,HYBRID,SSD_CAPACITY,HDD_CAPACITY,HYBRID_CAPACITY,TOTAL_STORAGE,Brand,Clockspeed,Model,Series,Width,Height,fullRes
Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,Intel HD Graphics 500,344,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,1.1,,Celeron Dual Core N3350,1920,1080,2073600
MSI,GE72MVR 7RG,Gaming,17.3,Nvidia GeForce GTX 1070,2029,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Acer,Aspire A315-51,Notebook,15.6,Intel HD Graphics 520,447,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.0,,Core i3 6006U,1366,768,1049088
Dell,Inspiron 5577,Gaming,15.6,Nvidia GeForce GTX 1050,1249,No Touchscreen,16,True,False,False,512,0,0,512,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Dell,Inspiron 7567,Gaming,15.6,Nvidia GeForce GTX 1050,899,No Touchscreen,8,False,False,True,0,0,1000,1000,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,Intel HD Graphics 620,498,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.5,,Core i5 7200U,1366,768,1049088
MSI,GE73VR 7RE,Gaming,17.3,Nvidia GeForce GTX 1060,1890,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
HP,EliteBook 840,Ultrabook,14.0,Intel HD Graphics 620,1082,No Touchscreen,4,True,False,False,256,0,0,256,Intel,2.7,,Core i5 7500U,1920,1080,2073600
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,AMD Radeon 520,619,No Touchscreen,6,True,False,False,256,0,0,256,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,Intel HD Graphics 620,629,Touchscreen,4,True,False,False,256,0,0,256,Intel,2.4,,Core i3 7100U,1920,1080,2073600
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Intel HD Graphics 620,1315,Touchscreen,8,True,False,False,256,0,0,256,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel UHD Graphics 620,1049,Touchscreen,8,True,False,False,256,0,0,256,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Toshiba,Satellite Pro,Notebook,15.6,Intel HD Graphics 520,447,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.2,,Core i3 6006U,1366,768,1049088
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,AMD Radeon R5 M420,403,No Touchscreen,4,False,True,False,0,1000,0,1000,AMD,3.0,9420,A9-Series,1366,768,1049088
Acer,Aspire A517-51G,Notebook,17.3,Nvidia GeForce MX150,805,No Touchscreen,4,True,False,False,256,0,0,256,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Dell,Inspiron 3576,Notebook,15.6,AMD Radeon 520,728,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,1079,No Touchscreen,16,True,False,False,256,0,0,256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Acer,Aspire A315-31,Notebook,15.6,Intel HD Graphics 500,348,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,1.1,,Celeron Dual Core N3350,1366,768,1049088
MSI,GE63VR 7RE,Gaming,15.6,Nvidia GeForce GTX 1060,1799,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Acer,Aspire 3,Notebook,15.6,Intel HD Graphics 505,363,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,1.1,,Pentium Quad Core N4200,1366,768,1049088
Dell,Inspiron 5577,Gaming,15.6,Nvidia GeForce GTX 1050,1060,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Acer,Aspire A517-51G,Notebook,17.3,Nvidia GeForce MX150,854,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.6,,Core i5 8250U,1920,1080,2073600
HP,ProBook 430,Notebook,13.3,Intel UHD Graphics 620,754,No Touchscreen,4,False,True,False,0,500,0,500,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Huawei,MateBook X,Ultrabook,13.0,Intel HD Graphics 620,1349,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,2160,1440,3110400
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,AMD Radeon 520,699,No Touchscreen,6,False,True,False,0,2000,0,2000,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Lenovo,IdeaPad 320-15AST,Notebook,15.6,AMD Radeon R4 Graphics,309,No Touchscreen,4,False,True,False,0,500,0,500,AMD,2.9,9220,A6-Series,1366,768,1049088
Toshiba,Satellite Pro,Notebook,15.6,Intel HD Graphics 620,489,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.4,,Core i3 7100U,1366,768,1049088
HP,ProBook 470,Notebook,17.3,Nvidia GeForce 930MX,923,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Dell,Inspiron 3567,Notebook,15.6,Intel HD Graphics 620,459,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.4,,Core i3 7100U,1366,768,1049088
Acer,Aspire A315-51,Notebook,15.6,Intel HD Graphics 520,449,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.0,,Core i3 6006U,1366,768,1049088
MSI,GT80S 6QF-074US,Gaming,18.4,Nvidia GTX 980 SLI,2799,No Touchscreen,32,True,True,False,512,1000,0,1512,Intel,2.9,,Core i7 6920HQ,1920,1080,2073600
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,AMD R17M-M1-70,813,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,Spectre x360,2 in 1 Convertible,13.3,Intel UHD Graphics 620,1499,Touchscreen,8,True,False,False,256,0,0,256,Intel,1.6,,Core i5 8250U,3840,2160,8294400
Dell,Inspiron 5570,Notebook,15.6,AMD Radeon 530,1049,No Touchscreen,16,True,True,False,256,2000,0,2256,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Dell,XPS 13,Ultrabook,13.3,Intel UHD Graphics 620,1399,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Intel UHD Graphics 620,1849,Touchscreen,16,True,False,False,512,0,0,512,Intel,1.8,,Core i7 8550U,3840,2160,8294400
Toshiba,Satellite Pro,Notebook,15.6,Intel HD Graphics 620,793,No Touchscreen,8,True,False,False,128,0,0,128,Intel,2.5,,Core i5 7200U,1366,768,1049088
Xiaomi,Mi Notebook,Notebook,15.6,Nvidia GeForce MX150,1199,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Dell,Inspiron 7773,Notebook,17.3,Nvidia GeForce 150MX,1549,Touchscreen,16,True,False,False,512,0,0,512,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Dell,XPS 15,Notebook,15.6,Nvidia GeForce GTX 1050,2397,Touchscreen,16,True,False,False,512,0,0,512,Intel,2.8,,Core i7 7700HQ,3840,2160,8294400
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050,779,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
Acer,Swift 7,Ultrabook,13.3,Intel HD Graphics 615,989,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.2,,Core i5 7Y54,1920,1080,2073600
Dell,Inspiron 5770,Notebook,17.3,AMD Radeon 530,1085,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,Intel HD Graphics 620,2824,Touchscreen,16,True,False,False,1000,0,0,1000,Intel,2.7,,Core i7 7500U,2560,1440,3686400
Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,Intel HD Graphics 500,260,No Touchscreen,4,True,False,False,32,0,0,32,Intel,1.1,,Celeron Dual Core N3350,1920,1080,2073600
Xiaomi,Mi Notebook,Ultrabook,13.3,Nvidia GeForce MX150,999,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,Nvidia GeForce MX150,698,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.6,,Core i5 8250U,1600,900,1440000
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Intel UHD Graphics 620,839,Touchscreen,8,False,True,False,0,1000,0,1000,Intel,1.8,,Core i7 8550U,1920,1080,2073600
HP,ProBook 470,Notebook,17.3,Nvidia GeForce 930MX,914,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Razer,Blade Pro,Gaming,17.3,Nvidia GeForce GTX 1080,6099,Touchscreen,32,True,False,False,1000,0,0,1000,Intel,2.9,,Core i7 7820HK,3840,2160,8294400
HP,ProBook 430,Notebook,13.3,Intel UHD Graphics 620,959,No Touchscreen,8,True,False,False,512,0,0,512,Intel,1.6,,Core i5 8250U,1920,1080,2073600
HP,Omen 17-W295,Gaming,17.3,Nvidia GeForce GTX 1050,1379,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
HP,Probook 470,Notebook,17.3,Nvidia GeForce 930MX ,1045,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Dell,Inspiron 7577,Gaming,15.6,Nvidia GeForce GTX 1060,1845,No Touchscreen,16,True,True,False,512,1000,0,1512,Intel,2.8,,Core i7 7700HQ,3840,2160,8294400
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,Intel HD Graphics 520,493,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.3,,Core i5 6200U,1366,768,1049088
Acer,Aspire E5-576G,Notebook,15.6,Nvidia GeForce 940MX,742,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Lenovo,Legion Y720-15IKB,Gaming,15.6,Nvidia GeForce GTX 1060,1749,No Touchscreen,16,True,True,False,512,1000,0,1512,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Dell,Precision 7520,Workstation,15.6,Nvidia Quadro M1200,3055,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,3.0,,Xeon E3-1505M V6,3840,2160,8294400
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1060,1398,No Touchscreen,16,True,False,False,512,0,0,512,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Dell,Inspiron 3567,Notebook,15.6,Intel HD Graphics 620,439,Touchscreen,6,False,True,False,0,1000,0,1000,Intel,2.4,,Core i3 7100U,1366,768,1049088
Dell,XPS 13,Ultrabook,13.3,Intel UHD Graphics 620,1949,Touchscreen,8,True,False,False,256,0,0,256,Intel,1.8,,Core i7 8550U,3840,2160,8294400
Dell,XPS 13,Ultrabook,13.3,Intel UHD Graphics 620,1449,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel HD Graphics 620,597,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1366,768,1049088
Acer,Aspire 7,Notebook,15.6,Nvidia GeForce GTX 1050,779,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Asus,ROG GL703VD-GC028T,Gaming,17.3,Nvidia GeForce GTX 1050,1407,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,Intel HD Graphics 520,349,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.0,,Core i3 6006U,1920,1080,2073600
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel HD Graphics 620,549,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Huawei,MateBook X,Ultrabook,13.0,Intel HD Graphics 620,1499,No Touchscreen,8,True,False,False,512,0,0,512,Intel,2.7,,Core i7 7500U,2160,1440,3110400
Dell,Inspiron 5370,Ultrabook,13.3,AMD Radeon 530,931,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Nvidia GeForce GTX 940MX,589,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1600,900,1440000
HP,Probook 440,Notebook,14.0,Nvidia GeForce 930MX,1031,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Dell,Latitude 5490,Ultrabook,14.0,Intel UHD Graphics 620,1149,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Intel UHD Graphics 620,1279,Touchscreen,16,True,False,False,512,0,0,512,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Dell,Inspiron 3576,Notebook,15.6,AMD Radeon 520,677,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,Intel UHD Graphics 620,899,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Toshiba,Portege Z30-C-16L,Ultrabook,13.3,Intel HD Graphics 520,1363,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i7 6500U,1920,1080,2073600
HP,ProBook 450,Notebook,15.6,Intel UHD Graphics 620,794,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Dell,Alienware 17,Gaming,17.3,Nvidia GeForce GTX 1060,2456,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Acer,Aspire E5-576G,Notebook,15.6,Nvidia GeForce 940MX,832,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,859,Touchscreen,16,False,True,False,0,1000,0,1000,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Asus,Vivobook X541UV-DM1217T,Notebook,15.6,Nvidia GeForce 920MX ,769,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,Nvidia GeForce GTX 950M,891,No Touchscreen,8,True,True,False,256,500,0,756,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,ZBook 15u,Notebook,15.6,AMD FirePro W4190M ,1269,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Asus,Pro P2540UA-XO0198T,Notebook,15.6,Intel HD Graphics 620,398,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.4,,Core i3 7100U,1366,768,1049088
HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,AMD Radeon R2,330,No Touchscreen,4,False,True,False,0,500,0,500,AMD,1.5,9000e,E-Series,1366,768,1049088
Lenovo,Legion Y720-15IKB,Gaming,15.6,Nvidia GeForce GTX 1060,1499,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Dell,Vostro 5468,Notebook,14.0,Intel HD Graphics 620,859,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Acer,Aspire R7,2 in 1 Convertible,13.3,Intel HD Graphics 520,689,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1920,1080,2073600
Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,899,No Touchscreen,16,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Acer,Aspire A315-51,Notebook,15.6,Intel HD Graphics 520,390,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.0,,Core i3 6006U,1366,768,1049088
Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,AMD Radeon R5 M430,575,No Touchscreen,4,True,True,False,128,1000,0,1128,AMD,2.5,A10-9620P,A10-Series,1920,1080,2073600
Asus,ROG G703VI-E5062T,Gaming,17.3,Nvidia GeForce GTX 1080,3890,No Touchscreen,32,True,True,False,512,1000,0,1512,Intel,2.9,,Core i7 7820HK,1920,1080,2073600
Acer,Nitro AN515-51,Gaming,15.6,Nvidia GeForce GTX 1050,846,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel HD Graphics 520,589,No Touchscreen,8,True,False,False,128,0,0,128,Intel,2.0,,Core i3 6006U,1366,768,1049088
Asus,VivoBook Pro,Notebook,17.3,Nvidia GeForce 150MX,1145,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,Nvidia GeForce GTX 950M,889,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Dell,Inspiron 5577,Gaming,15.6,Nvidia GeForce GTX 1050,879,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,Intel HD Graphics 620,1079,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Dell,Inspiron 5570,Notebook,15.6,AMD Radeon 530,985,No Touchscreen,8,True,True,False,128,2000,0,2128,Intel,1.8,,Core i7 8550U,1920,1080,2073600
HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,Intel HD Graphics 620,559,Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1366,768,1049088
Asus,Rog G701VIK-BA060T,Gaming,17.3,Nvidia GeForce GTX 1080,2999,No Touchscreen,16,True,False,False,256,0,0,256,Intel,2.9,,Core i7 7820HK,1920,1080,2073600
HP,ProBook 430,Notebook,13.3,Intel UHD Graphics 620,675,No Touchscreen,4,False,True,False,0,500,0,500,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Apple,MacBook Pro,Ultrabook,13.3,Intel Iris Plus Graphics 650,2040,No Touchscreen,8,True,False,False,512,0,0,512,Intel,3.1,,Core i5,2560,1600,4096000
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel UHD Graphics 620,819,Touchscreen,8,False,True,False,0,1000,0,1000,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Asus,ROG G752VSK-GC493T,Gaming,17.3,Nvidia GeForce GTX 980M,1799,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,AMD Radeon R5 M420,469,No Touchscreen,4,False,True,False,0,1000,0,1000,AMD,3.0,9420,A9-Series,1366,768,1049088
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Intel UHD Graphics 620,1849,Touchscreen,8,True,False,False,512,0,0,512,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Acer,Aspire 5,Notebook,17.3,Nvidia GeForce MX130,702,No Touchscreen,4,True,False,False,256,0,0,256,Intel,2.7,,Core i3 7130U,1920,1080,2073600
Dell,Vostro 5370,Ultrabook,13.3,Intel UHD Graphics 620,949,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.6,,Core i5 8250U,1920,1080,2073600
HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,15.6,AMD Radeon R4 Graphics,445,No Touchscreen,8,True,False,False,128,0,0,128,AMD,2.5,A6-9220,A6-Series,1366,768,1049088
HP,Envy 17-U275cl,Notebook,17.3,Nvidia GeForce MX150,1059,No Touchscreen,16,False,True,False,0,1000,0,1000,Intel,1.8,,Core i7 8550U,1920,1080,2073600
MSI,GT73EVR 7RE,Gaming,17.3,Nvidia GeForce GTX 1070,2499,No Touchscreen,16,True,True,False,512,1000,0,1512,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,Nvidia GeForce GTX 1050M,1699,Touchscreen,8,True,False,False,512,0,0,512,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Dell,Inspiron 5770,Notebook,17.3,AMD Radeon 530,1142,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel HD Graphics 520,444,No Touchscreen,4,True,False,False,256,0,0,256,Intel,2.0,,Core i3 6006U,1920,1080,2073600
HP,ProBook 450,Notebook,15.6,Intel HD Graphics 620,722,No Touchscreen,4,False,True,False,0,500,0,500,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Dell,Vostro 3568,Notebook,15.6,Intel HD Graphics 620,657,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Dell,Inspiron 3567,Notebook,15.6,AMD Radeon R5 M430,565,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel UHD Graphics 620,799,Touchscreen,8,True,False,False,256,0,0,256,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Intel UHD Graphics 620,1499,Touchscreen,8,True,False,False,512,0,0,512,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel HD Graphics 620,467,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,Probook 470,Notebook,17.3,Nvidia GeForce 930MX ,1018,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,15.6,Intel UHD Graphics 620,880,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Apple,MacBook Pro,Ultrabook,13.3,Intel Iris Graphics 550,1958,No Touchscreen,8,True,False,False,512,0,0,512,Intel,2.9,,Core i5,2560,1600,4096000
Asus,Rog Strix,Gaming,17.3,AMD Radeon RX 580,1549,No Touchscreen,16,True,True,False,256,1000,0,1256,AMD,3.0,1700,Ryzen,1920,1080,2073600
Dell,Inspiron 3576,Notebook,15.6,AMD Radeon 520,735,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel HD Graphics 520,2499,Touchscreen,16,True,False,False,512,0,0,512,Intel,2.6,,Core i7 6600U,2560,1440,3686400
Toshiba,Satellite Pro,Notebook,15.6,Nvidia GeForce 930M,812,No Touchscreen,8,False,True,False,0,500,0,500,Intel,2.5,,Core i7 6500U,1366,768,1049088
Dell,Inspiron 5567,Notebook,15.6,Intel HD Graphics 620,713,No Touchscreen,12,False,True,False,0,1000,0,1000,Intel,2.7,,Core i7 7500U,1366,768,1049088
Dell,Inspiron 5770,Notebook,17.3,AMD Radeon 530,1099,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Acer,Aspire A515-51G,Notebook,15.6,Nvidia GeForce MX130,745,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Lenovo,IdeaPad 320-17ISK,Notebook,17.3,Intel HD Graphics 520,489,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.0,,Core i3 6006U,1600,900,1440000
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,Nvidia GeForce MX150,849,No Touchscreen,8,False,True,False,0,2000,0,2000,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Nvidia GeForce 940MX,859,No Touchscreen,6,True,True,False,128,1000,0,1128,Intel,2.7,,Core i7 7500U,1600,900,1440000
Dell,Inspiron 3567,Notebook,15.6,AMD Radeon R5 M430,428,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.0,,Core i3 6006U,1920,1080,2073600
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050,829,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
Lenovo,Ideapad 320-15IKBN,Notebook,15.6,Intel HD Graphics 620,579,No Touchscreen,6,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Acer,Aspire A517-51G,Notebook,15.6,Nvidia GeForce MX150,951,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Notebook,15.6,Intel HD Graphics 620,659,Touchscreen,12,False,True,False,0,1000,0,1000,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Lenovo,Thinkpad T570,Notebook,15.6,Intel HD Graphics 630,1097,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Asus,VivoBook S15,Ultrabook,15.6,Nvidia GeForce 940MX,977,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,1179,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Nvidia GeForce 940MX,659,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Acer,Chromebook C910-C2ST,Notebook,15.6,Intel HD Graphics,199,No Touchscreen,2,True,False,False,16,0,0,16,Intel,1.5,,Celeron Dual Core 3205U,1366,768,1049088
Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Gaming,17.3,Nvidia GeForce GTX 1050,1187,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
